date,COMP_01,COMP_02,COMP_03,COMP_04,COMP_05,COMP_06,COMP_07,COMP_08,COMP_09,COMP_10
2025-05-08,115.181415,94.303619,85.66951,89.817573,80.288515,60.684642,54.703336,40.004194,51.753554,53.941667
2025-05-09,113.314617,90.49884,83.424334,84.298851,77.589784,59.861795,53.818303,36.929502,51.360005,46.229507
2025-05-12,112.317288,87.859036,80.771034,81.422122,75.019125,57.652398,53.104521,37.878276,51.599898,45.300269
2025-05-13,112.320766,88.348642,85.381953,80.170252,78.36861,59.068739,54.20449,43.095182,53.310608,45.53013
2025-05-14,110.689953,87.827756,84.288059,78.463208,75.425648,55.068928,52.565017,41.891182,50.113017,41.764576
2025-05-15,109.408985,86.516435,84.306596,77.085717,77.436741,52.883162,51.947467,43.642004,51.132407,42.603896
2025-05-16,106.887195,84.462066,82.667882,76.273461,75.332349,51.00846,48.436272,42.49027,51.785437,39.976979
2025-05-19,107.14036,83.452132,83.112349,76.757053,72.467893,50.135684,48.003582,41.321013,52.117737,39.113759
2025-05-20,104.60534,85.203091,82.630919,78.303606,72.187027,49.351691,48.580161,41.295735,50.629702,38.569477
2025-05-21,102.062535,84.563751,79.091677,76.068023,70.533297,47.146651,47.133285,37.418404,45.576013,38.751866
2025-05-22,100.567763,83.510968,78.46403,76.089108,70.749379,47.233211,45.728661,36.29691,44.054721,35.582338
2025-05-23,98.338604,81.512804,74.777412,71.297375,68.173573,44.322598,43.535525,36.054623,41.679414,33.497948
2025-05-26,96.952599,81.681545,76.480567,72.770182,67.581735,45.7156,46.579985,34.730482,41.827999,31.794797
2025-05-27,99.124837,79.830022,76.938125,73.309049,69.409432,45.52619,46.307767,32.776778,40.43917,31.785593
2025-05-28,102.336499,79.538359,80.179282,74.804631,69.143352,47.820166,48.81489,35.765133,43.355776,32.909687
2025-05-29,100.636278,77.471226,77.956121,71.770995,65.225002,45.076617,47.182866,31.971239,40.899159,29.898421
2025-05-30,100.745406,78.678413,80.416488,75.055855,65.890826,45.829476,47.713161,34.027337,42.712837,32.083008
2025-06-02,102.480098,78.316861,79.740992,76.510257,65.549939,44.80357,48.784703,34.974917,40.685027,30.869794
2025-06-03,103.425027,80.299707,81.462075,76.116812,66.207324,43.932697,51.307317,38.605287,40.212379,31.325747
2025-06-04,101.729077,80.837969,80.660843,76.302806,65.083382,43.773226,48.690741,38.867116,37.541542,31.965134
2025-06-05,105.904413,83.75746,84.404622,81.705508,67.89712,44.980113,49.948574,42.379229,37.149364,33.957437
2025-06-06,107.193411,85.755483,86.433947,82.724629,71.855098,48.418048,50.063391,45.032445,39.352394,33.624195
2025-06-09,108.694287,87.9001,87.348475,84.795343,74.879864,49.57408,51.490367,46.510898,39.874251,34.75527
2025-06-10,110.041604,88.334761,85.94663,85.020008,75.384115,50.094484,52.233922,46.251057,39.181415,35.612919
2025-06-11,105.906403,85.783544,80.665834,80.500097,72.976084,44.304289,47.183566,42.594671,38.116308,31.676722
2025-06-12,106.380486,86.771312,79.622033,82.573974,74.285234,44.495764,46.092205,45.287199,39.583695,33.40444
2025-06-13,107.416349,86.425416,79.596605,82.159103,77.412915,43.230878,47.007176,43.513879,40.419617,31.455188
2025-06-16,106.099478,86.900783,79.534744,82.375312,76.226927,42.484711,47.316725,44.573038,40.060969,31.35627
2025-06-17,105.996446,85.597502,80.052165,83.051896,77.518362,41.748812,47.045162,43.316548,39.163298,31.445169
2025-06-18,106.506219,85.421068,80.602233,82.637028,78.80591,41.879085,48.83094,42.993541,41.956257,30.537264
2025-06-19,109.846778,87.197071,81.350773,84.463038,78.88107,40.325145,51.11611,44.940724,44.759006,31.31536
2025-06-20,109.069881,87.243834,80.986423,84.333971,78.960174,40.818501,50.429325,45.567093,41.49548,30.54649
2025-06-23,110.754457,86.517503,78.191274,83.106515,74.609538,38.441585,52.51416,45.356482,40.409005,28.80985
2025-06-24,112.112624,88.423889,78.682996,85.088923,74.636431,40.374873,52.251944,44.333645,39.013423,29.069138
2025-06-25,114.88407,91.577303,80.702144,86.613078,76.258778,41.283377,54.294712,46.159594,42.946122,33.225706
2025-06-26,114.254568,93.792972,82.770962,86.196083,77.568667,40.41031,53.377081,46.290858,43.232225,33.999526
2025-06-27,113.468053,95.05831,83.890813,87.527054,77.777297,41.959119,53.916042,47.164215,43.459647,30.988703
2025-06-30,114.734587,93.102173,83.550665,87.621077,75.902698,40.352373,53.909785,44.921537,46.729238,30.563978
2025-07-01,110.270636,92.062003,82.651022,87.10418,73.445434,36.301453,52.455434,43.624015,43.48095,29.094831
2025-07-02,110.77048,95.655153,85.904545,89.447082,75.082003,36.826607,55.598726,45.056226,45.331496,31.56416
2025-07-03,111.52221,96.560263,85.575907,91.142673,74.461577,38.752491,55.729674,47.781132,47.32639,32.130513
2025-07-04,108.605183,92.98842,82.85698,87.290582,72.354496,38.380176,49.669393,46.206705,45.633577,28.314335
2025-07-07,106.752458,92.136377,82.054054,86.925817,72.211955,36.834523,47.770487,43.873553,43.800122,28.105012
2025-07-08,109.166725,93.697773,82.928435,89.625965,73.903935,40.003592,47.48543,46.073285,47.22658,28.332299
2025-07-09,110.541304,93.977469,81.127229,89.511828,77.478446,42.086105,48.196622,46.966721,49.255619,29.001244
2025-07-10,108.899421,91.539411,79.486092,87.670803,78.456109,41.7707,46.014592,45.852242,47.4293,28.852908
2025-07-11,113.506172,95.593838,83.496294,92.617393,81.148631,44.939486,49.670557,50.812387,51.959368,31.75674
2025-07-14,114.603622,100.41106,88.856608,94.676912,84.859424,50.648883,52.103318,52.952548,55.416074,33.642823
2025-07-15,115.574515,101.693757,88.263183,95.298262,86.885536,53.834869,55.073706,52.74096,58.892794,35.374143
2025-07-16,115.316949,101.387485,87.667518,98.515958,87.409973,51.465451,52.689841,52.561221,58.560997,35.103433
2025-07-17,112.719928,98.650685,84.403503,97.273432,84.062308,48.904388,51.895076,50.928906,56.624333,30.393209
2025-07-18,113.490274,100.509431,86.085981,99.508319,84.682536,51.972416,53.838882,51.525764,55.55445,30.230588
2025-07-21,115.66764,101.093884,89.983586,104.033737,88.4525,54.320587,55.998355,54.857236,59.093559,29.821087
2025-07-22,116.92527,102.286293,91.867034,104.223066,87.33902,57.122929,58.029663,54.498202,58.683139,30.936111
2025-07-23,113.964344,99.933622,91.308359,102.040038,86.238112,56.468342,52.997287,54.881644,60.115661,29.961994
2025-07-24,115.076483,101.609278,99.336162,103.80606,91.248836,58.231374,53.464482,54.794802,61.600727,31.3228
2025-07-25,114.866854,101.038148,101.137614,101.539352,92.065068,57.365528,52.3925,52.225645,61.424928,30.979539
2025-07-28,112.846444,95.559857,97.026219,99.548263,87.404457,54.339111,48.648513,48.692581,57.844355,27.590841
2025-07-29,114.248986,95.652167,98.149105,100.221038,87.291758,53.888875,50.355312,49.660231,58.081288,29.504724
2025-07-30,108.757813,89.721508,92.365934,97.860524,82.205596,49.038651,45.362236,45.461141,52.647504,25.5623
2025-07-31,110.139514,91.988887,92.059759,99.15881,81.891117,48.306991,45.465324,45.651437,53.055893,25.30282
2025-08-01,110.125256,91.325345,96.587091,101.844607,84.478117,49.416362,48.483886,46.453943,57.140178,25.443562
2025-08-04,111.951522,94.307484,96.955235,102.934899,85.804877,50.213559,48.028606,48.32238,61.900961,26.615682
2025-08-05,116.453428,98.067451,101.914245,106.834196,89.736312,55.195234,54.64328,57.427,68.753467,32.218951
2025-08-06,118.416165,97.410292,102.167623,109.528428,92.497,56.770636,58.231428,58.90051,69.333265,34.341241
2025-08-07,116.925851,96.642194,99.066666,107.046053,92.915468,53.529327,55.584034,56.966277,66.799412,32.939412
2025-08-08,119.166343,97.58964,99.276095,109.943608,93.771815,53.283032,56.775345,58.563683,67.327635,36.018517
2025-08-11,120.480118,101.429823,98.773457,114.26245,96.086428,54.516482,59.986854,59.851681,68.475779,35.981386
2025-08-12,121.431716,98.853267,100.963572,112.234597,93.681131,55.103125,58.896342,59.991987,67.017971,34.612697
2025-08-13,119.32619,93.8707,96.943145,107.911303,89.051541,51.042692,58.082189,57.20547,60.457763,34.397691
2025-08-14,120.072243,95.597968,95.73446,107.046263,88.472605,51.162409,56.625133,55.746836,58.379974,35.071275
2025-08-15,118.68728,94.933231,94.462679,106.410325,86.297953,50.880114,53.78419,53.853181,55.764188,33.37004
2025-08-18,119.891249,96.695215,93.487669,103.059218,85.19899,52.84768,54.011245,52.593116,54.187146,35.038404
2025-08-19,119.741287,97.862693,93.130141,102.886419,84.274088,51.351197,53.36602,52.329482,52.461414,35.396086
2025-08-20,123.265622,100.426319,94.296581,101.692144,87.617294,53.003614,55.559222,55.373501,56.767288,39.284532
2025-08-21,125.38877,101.998134,94.876234,104.092672,89.154047,54.371393,56.032935,56.912139,56.301569,42.24244
2025-08-22,129.26454,105.359241,99.554855,105.825243,94.2995,56.538757,58.758689,56.213664,59.450629,44.914566
2025-08-25,129.48657,103.714025,97.393928,104.252646,92.957248,57.181756,59.988637,55.003168,58.360848,45.072992
2025-08-26,132.790508,106.237153,99.565209,106.962836,95.510735,57.617358,62.987387,55.051947,58.717966,44.417081
2025-08-27,128.489512,102.248071,96.000435,103.744871,89.159866,54.019623,57.520074,49.707186,52.484522,42.396758
2025-08-28,129.152414,101.290548,94.366927,101.975198,88.030697,52.218841,55.01911,50.459697,50.889973,41.952757
2025-08-29,125.523136,97.988772,91.037083,98.674626,85.236207,49.522308,54.018892,45.977237,48.580561,37.772895
2025-09-01,121.070648,96.856002,90.670817,96.845349,86.545936,49.251602,55.222927,44.209891,46.604627,38.615723
2025-09-02,119.237735,97.746059,92.265417,99.925325,87.568611,51.890973,55.588487,48.500528,50.224423,40.942303
2025-09-03,120.078594,98.31043,88.34365,97.692236,87.001692,52.261967,55.739473,47.732809,45.079992,39.742638
2025-09-04,119.90633,100.696501,89.659313,100.626998,90.669985,56.010818,59.271431,51.772908,47.826131,41.711803
2025-09-05,124.491267,103.925056,93.698765,102.96942,96.171886,60.54705,61.041186,53.924291,51.016896,42.643721
2025-09-08,127.751441,104.762878,95.068239,103.222225,98.503356,63.634245,60.113632,56.227667,54.942052,42.464463
2025-09-09,127.589019,105.285386,94.993077,104.048717,95.441134,64.438946,59.70482,52.353429,55.755963,43.513205
2025-09-10,124.893877,103.249281,91.769484,99.104389,89.85547,62.707022,58.151799,48.56185,51.994026,42.445896
2025-09-11,121.063566,101.879083,91.477076,95.563786,85.017744,61.574327,56.893143,49.99325,48.794901,43.309838
2025-09-12,119.562263,102.87887,91.255089,96.878858,85.898182,59.860887,56.071716,51.363868,49.536491,42.257976
2025-09-15,117.526972,100.497999,88.945516,95.010594,83.110486,57.071594,56.983427,48.786303,49.540598,39.695652
2025-09-16,115.816397,101.631703,89.494941,95.495632,84.960981,55.793762,58.702192,51.514306,49.487924,43.329964
2025-09-17,115.403533,99.735203,87.846404,93.809232,81.984738,57.353782,58.104878,51.668896,48.596379,43.498659
2025-09-18,116.609656,101.451483,88.814398,95.754518,81.950529,56.738042,57.334643,52.846421,48.77813,43.843045
2025-09-19,116.379238,99.271456,87.383141,93.702684,76.938869,54.117491,56.439267,49.218403,44.317019,38.191075
2025-09-22,115.877178,100.042214,88.538024,93.685179,76.117313,55.773725,57.609388,51.372007,46.112615,39.749412
2025-09-23,116.407515,99.618422,90.045376,94.288944,75.947852,56.48051,59.586911,51.563786,48.951959,42.079219
2025-09-24,114.613867,97.815962,87.98448,93.375662,72.726336,54.705052,58.548695,49.548572,50.073925,39.388818
2025-09-25,118.067576,101.894319,89.351195,98.080614,76.502351,58.634527,61.520495,52.979638,53.108932,42.192359
2025-09-26,119.493179,105.618566,92.803511,99.109335,78.266581,59.720898,68.569468,55.002698,55.182993,43.724524
2025-09-29,119.242212,107.430481,94.793481,100.301744,76.795597,62.371363,70.088848,57.14848,56.071265,43.917185
2025-09-30,117.3933,104.073591,93.600072,94.020562,73.405364,57.073342,68.142878,54.543465,52.233257,41.061447
2025-10-01,116.994721,104.429568,95.273775,93.838553,72.399321,57.479239,66.771996,56.016684,53.242868,39.885294
2025-10-02,114.849816,101.152013,93.76668,90.919302,68.550234,55.29142,63.168132,52.265931,49.974415,36.859061
2025-10-03,115.177375,99.047393,92.428035,91.104074,66.970811,56.001558,62.991716,50.893937,49.814512,34.164737
2025-10-06,113.756298,98.142917,90.576223,87.706568,63.373749,54.658635,61.737686,50.193905,46.633375,31.685912
2025-10-07,113.190133,97.821378,92.947062,88.163533,65.019326,54.13378,60.867784,47.312795,46.329476,33.526494
2025-10-08,109.874956,96.546828,91.153508,84.677518,63.199114,53.165879,60.73515,45.828628,45.816496,33.834853
2025-10-09,109.413514,94.077255,92.057556,85.877118,62.712697,51.306091,60.314664,47.41602,46.732796,35.058173
2025-10-10,110.587837,95.329529,92.196048,89.254083,63.187822,53.829021,60.927291,49.981338,49.936113,36.457784
2025-10-13,108.180254,93.4343,89.648636,89.461481,63.263541,51.882138,59.62968,47.709455,51.472296,35.03312
2025-10-14,109.213874,93.558084,88.990673,89.697218,64.299864,52.609903,59.4469,48.164118,53.940161,36.31832
2025-10-15,107.232644,92.866671,87.334539,90.465731,61.761427,52.048122,58.050973,49.372703,52.998725,37.078003
2025-10-16,105.282018,91.92312,90.095101,89.111608,61.877731,52.334631,56.533472,47.393093,52.198854,38.121855
2025-10-17,104.958853,89.808999,89.47761,89.648212,61.085107,49.607417,54.085384,48.623307,54.275203,37.998852
2025-10-20,101.963329,87.308635,88.046967,88.50317,60.352708,48.48262,53.195053,47.625167,54.30015,39.900637
2025-10-21,101.911107,87.32851,85.058805,88.061446,58.539237,47.843175,50.203232,45.949679,55.582491,41.13356
2025-10-22,102.448915,89.549284,86.097296,89.946104,58.727938,49.831831,54.219823,49.936154,58.63881,41.588438
2025-10-23,101.925633,91.323182,88.599914,94.171864,60.569189,52.68266,55.191347,51.593404,58.850195,45.832112
2025-10-24,101.780499,90.447149,86.329697,95.37456,61.75805,53.604613,53.624897,52.318313,58.720344,45.092983
2025-10-27,102.522852,91.409073,87.932113,97.520881,62.237601,56.47683,55.529762,54.049322,60.117319,47.439703
2025-10-28,106.348344,94.181016,87.692007,98.355498,65.39077,58.941868,58.157031,57.696365,62.863926,47.948611
2025-10-29,107.578986,96.273539,89.804483,101.253128,64.163499,61.222909,59.255355,58.063207,64.936362,52.232196
2025-10-30,104.677922,91.829112,87.082546,98.491859,58.89989,57.272937,55.553698,53.563911,58.924121,47.850572
2025-10-31,104.854728,92.357369,88.530668,98.413811,60.373407,58.134942,55.231009,54.266788,61.142904,45.93873
2025-11-03,106.592818,94.676102,92.097513,99.461561,62.577795,59.647938,56.309348,58.405345,64.439629,46.918567
2025-11-04,107.121192,94.39479,90.529148,101.796311,64.080677,60.687843,56.957682,59.725223,64.331449,45.029478
2025-11-05,106.650726,96.161121,89.464634,102.284749,62.389529,62.668577,55.61179,59.168531,62.711336,44.423206
2025-11-06,107.591302,94.301436,86.960628,98.180867,59.665914,64.0168,53.536179,60.093803,60.976632,42.994102
2025-11-07,107.699996,94.393024,84.377448,97.745713,60.06989,62.245432,55.428654,61.139276,61.577599,44.878576
2025-11-10,107.931649,92.970232,84.58137,94.481263,60.210474,60.62117,55.8762,61.507306,61.234774,45.134258
2025-11-11,111.648732,93.500039,88.009388,94.488812,61.399924,61.748234,58.054167,63.268437,65.056729,48.192584
2025-11-12,111.76119,93.003943,88.020038,88.253647,61.085167,62.937962,58.338407,62.919687,63.304185,47.803998
2025-11-13,112.296098,90.968566,88.723979,87.540035,59.735702,62.283719,58.23141,61.998208,64.193272,47.259637
2025-11-14,112.799309,90.648429,90.4863,87.694814,59.709239,64.570043,60.027443,63.882355,64.530887,48.901425
2025-11-17,115.667964,90.856266,92.130849,90.296825,59.883605,66.627243,62.750084,64.142838,70.274264,50.417175
2025-11-18,116.389045,90.513861,91.425582,89.724288,60.599678,65.214668,61.879036,63.038057,68.221697,50.43278
2025-11-19,116.171511,93.179143,91.124072,90.294906,63.696931,67.138626,63.094186,63.462863,66.857116,50.408534
2025-11-20,116.83865,95.369322,90.359259,89.72193,65.065603,65.66353,61.346172,60.981159,64.891156,52.084676
2025-11-21,115.25443,92.249371,90.143321,87.034384,63.861347,61.583177,59.448571,59.703179,62.712081,49.846768
2025-11-24,118.196434,91.944832,90.791018,84.802485,64.487164,62.535208,60.111761,59.183629,65.226979,48.156154
2025-11-25,118.255521,91.717159,90.030188,86.039975,67.758529,63.756941,59.612264,61.878212,66.286612,50.183635
2025-11-26,121.430703,93.937195,93.335529,88.135147,67.319468,62.036778,59.72612,63.783158,68.169958,51.399337
2025-11-27,121.70917,91.794604,93.80932,89.863562,67.389657,61.302053,58.426841,62.869046,67.220784,51.980428
2025-11-28,120.754324,92.41153,95.647878,89.492293,67.46511,59.729586,57.575826,61.200217,65.809802,49.967192
2025-12-01,119.444357,91.379007,95.819116,89.589482,63.44567,59.088613,55.144231,59.758277,63.476141,49.124638
2025-12-02,120.818046,90.621631,96.19008,92.182232,61.423998,58.12285,52.913503,60.423055,61.536166,49.16864
2025-12-03,122.595874,92.801721,98.881924,96.401071,63.529667,60.59435,56.349091,63.482036,63.769616,50.500418
2025-12-04,122.965827,93.405914,99.407586,97.188244,65.158975,60.605231,56.687372,60.425734,60.971909,50.597493
2025-12-05,125.115591,96.451317,100.111562,95.891837,64.209779,57.128847,57.387267,61.03813,61.743761,52.020995
2025-12-08,128.891205,99.755319,101.803984,100.560813,69.573286,59.563212,58.250206,63.091983,61.908558,57.048832
2025-12-09,128.43516,100.310022,99.983659,100.925442,69.796908,58.479843,60.737917,64.866382,61.45821,60.465105
2025-12-10,128.019376,100.458011,98.016814,103.083933,70.117132,62.610167,64.388656,68.934927,62.369446,63.341662
2025-12-11,122.645115,100.557757,96.133603,100.93735,66.345406,61.881506,59.552995,67.890638,57.936962,61.359539
2025-12-12,125.58084,104.192926,96.560577,102.78861,68.746076,66.022137,60.300861,68.296048,61.64376,64.028113
2025-12-15,129.366851,107.364354,103.342027,100.475505,71.928757,69.26823,64.476174,73.190805,65.946153,68.802621
2025-12-16,127.829491,108.678487,103.849012,100.18108,69.964147,69.758364,64.22252,73.27123,63.429443,68.195032
2025-12-17,130.05559,111.186025,105.65947,102.288235,69.615294,71.663653,66.794833,73.726412,63.487192,70.65544
2025-12-18,133.072092,113.078284,107.227791,103.479335,71.509776,73.322489,70.018943,75.912588,64.939306,71.164719
2025-12-19,126.83081,109.766603,103.323099,98.078681,66.31871,69.592766,64.9338,69.86518,60.04496,63.168322
2025-12-22,127.893122,111.900189,104.528194,99.233536,68.268268,71.023361,68.191814,72.345397,62.234251,68.776903
2025-12-23,125.274245,109.726243,100.946058,96.427104,69.650864,67.276706,64.125223,69.606225,58.699772,65.731684
2025-12-24,127.452735,109.753789,102.67347,99.034595,72.392297,67.85098,62.48664,74.188363,60.502434,67.287605
2025-12-25,127.318064,111.860159,104.085086,100.855043,74.932551,72.892172,59.052795,74.994432,60.456208,65.528469
2025-12-26,125.149939,111.094199,105.375146,104.154789,72.682754,73.581169,59.889832,74.408063,59.403788,59.778931
2025-12-29,127.147272,111.792348,103.795216,102.265308,71.519783,75.888381,59.742193,72.749764,56.953046,59.664726
2025-12-30,126.286045,112.324131,102.002304,101.227646,68.792844,74.23999,60.927973,71.635129,55.22666,57.308096
2025-12-31,126.686356,111.183424,100.457976,101.09458,67.205274,71.942472,60.760616,72.724274,54.568946,56.911239
2026-01-01,125.147585,107.03471,98.36307,97.236312,65.963153,72.042477,59.359615,70.838826,56.010597,55.053661
2026-01-02,124.561498,106.426282,97.41027,97.478392,66.549322,71.965695,55.904587,68.437674,53.583684,50.559005
2026-01-05,124.681178,104.554545,99.907429,97.340459,69.644412,72.150824,57.326676,66.770828,52.407089,47.850317
2026-01-06,125.877735,108.276404,98.578241,98.071985,68.893324,70.914522,57.321044,67.830827,54.061546,47.331388
2026-01-07,123.740358,106.650392,98.457242,96.876566,68.411512,70.256595,56.624767,64.670498,54.139541,47.693654
2026-01-08,125.34219,105.665395,100.911714,98.56302,70.401769,74.688132,56.436237,66.659193,56.807296,47.133816
2026-01-09,126.386401,104.408317,101.597115,97.540552,70.640474,73.628048,51.76871,64.811729,56.001951,46.486961
2026-01-12,126.790645,105.512141,101.133251,94.121557,71.012157,78.99608,52.193363,65.528544,56.21149,47.634803
2026-01-13,129.427283,107.330729,105.157256,97.103284,75.249601,80.546231,52.692505,68.642949,56.827117,50.126951
2026-01-14,132.916242,113.024374,108.474283,98.339342,80.254122,84.685582,55.257052,72.380138,58.867626,52.548191
2026-01-15,130.556333,110.273387,106.656816,93.843317,78.765707,82.58114,52.639737,66.840698,59.813732,48.917377
2026-01-16,134.63187,110.436156,106.643633,94.177165,78.801588,83.189865,51.671276,66.126564,59.125181,51.396745
2026-01-19,135.552425,110.963184,107.506953,96.82091,78.766891,83.605687,51.403753,65.689187,60.594505,50.94817
2026-01-20,131.594057,107.948207,106.299737,91.492411,73.762909,80.012159,49.110584,60.44747,57.472349,46.712314
2026-01-21,130.384551,108.825755,106.225816,92.813484,71.153261,78.373098,50.346387,59.20887,57.542758,45.944573
2026-01-22,126.651451,111.950699,105.47135,87.451101,69.238886,75.883319,48.72522,56.665635,56.24049,44.026078
2026-01-23,129.757902,112.130344,106.897465,89.249558,70.565265,74.089216,49.814175,56.526682,56.655552,44.63229
2026-01-26,132.422778,116.296454,110.128754,95.459193,73.607425,75.147374,52.179142,60.936505,61.446977,48.42484
2026-01-27,135.973838,118.904889,110.950945,97.207982,73.999666,76.033073,53.669304,63.381883,63.467055,50.894867
2026-01-28,138.04293,118.541106,109.545773,97.037001,77.126818,76.181962,54.674746,62.922001,62.130423,51.6444
2026-01-29,140.750633,119.863123,113.2735,103.749664,78.038854,76.542407,58.771404,62.550829,63.338695,54.421895
2026-01-30,141.484331,122.21474,112.077855,105.314324,79.19508,79.329417,58.796812,62.623065,64.701625,53.989458
2026-02-02,142.699742,123.728201,111.584654,106.742182,81.447294,78.323766,58.98919,64.21961,63.987482,55.894473
2026-02-03,140.477715,119.565092,106.823964,105.390938,80.059029,73.66874,56.370455,60.44871,59.134147,50.526643
2026-02-04,139.357057,118.051738,106.153187,106.883382,82.622192,71.4282,52.345386,62.540083,58.996142,49.943786
2026-02-05,138.652917,118.629742,104.799519,104.610668,81.23137,72.331078,52.084685,62.754693,59.629363,48.229313
2026-02-06,135.935836,116.541777,102.695872,103.2239,79.47997,70.172456,51.445977,62.696775,59.836858,45.911347
2026-02-09,134.793421,114.03692,99.701058,98.015686,78.444551,68.339196,50.305276,62.317548,55.425034,42.71684
2026-02-10,133.199913,114.344624,99.314611,94.884616,78.030488,68.633543,47.979702,60.211865,53.240834,43.816198
2026-02-11,132.352726,117.865227,103.111959,98.669974,79.359372,72.117365,52.123679,61.964017,54.967128,43.362934
2026-02-12,135.131406,118.828562,105.571827,96.895245,78.657497,72.729922,54.494706,63.295835,55.516436,44.947707
2026-02-13,135.408239,121.070529,107.624672,98.382818,78.9492,71.11643,56.929362,63.585081,55.20646,46.879573
2026-02-16,133.553073,123.152015,108.972251,94.516459,75.709654,70.931004,57.397559,63.494562,54.830491,45.165531
2026-02-17,133.278488,122.515149,109.603614,96.215956,76.400054,69.645639,57.585519,63.025811,51.455471,47.545329
2026-02-18,133.770709,120.264563,109.988762,95.723255,79.337849,68.960072,60.613676,62.567992,51.899006,47.472402
2026-02-19,131.057132,117.999005,109.14933,93.309358,78.897095,67.514086,61.870382,61.533138,51.485149,47.444469
2026-02-20,132.154695,120.578694,108.273856,90.506607,78.585074,67.642155,62.306571,62.572289,49.847992,48.926632
2026-02-23,131.862914,119.114499,104.427854,88.006426,79.852873,67.94168,62.045404,64.493387,49.840728,50.023483
2026-02-24,130.299578,119.326548,101.876555,88.083599,79.941162,67.677516,65.105895,63.944386,48.570655,49.042102
2026-02-25,128.651717,118.347642,102.094693,87.290244,81.115401,69.110058,68.115249,67.489131,48.246202,49.388913
2026-02-26,127.935841,116.303644,99.835249,88.172803,80.295648,71.654644,68.174055,64.353642,48.299901,48.734143
2026-02-27,126.474941,117.059377,102.248612,87.153996,79.217055,72.158835,68.080512,65.124028,49.128482,50.693069
2026-03-02,121.875527,114.433883,103.335449,87.613844,77.603514,70.118592,64.79739,62.268939,49.415569,47.703487
2026-03-03,118.696729,113.223582,102.043708,86.953992,77.939965,67.752103,62.84203,60.8372,47.491397,43.990574
2026-03-04,118.943729,109.890099,99.74057,84.230706,77.006506,64.696232,59.216057,59.568422,45.384293,42.006364
